#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
81,7.09,Duke Johnson,RB,CLE,80.5,8.6,5.04,9.07,137
82,7.09,Jordan Matthews,WR,PHI,80.6,8.4,5.11,9.04,224
83,7.09,Gary Barnidge,TE,CLE,81.3,6.7,6.08,9.08,83
84,7.1,Blake Bortles,QB,JAX,81.6,10.1,5.07,9.12,90
85,7.1,LeGarrette Blount,RB,NE,82,8.3,5.04,9.04,180
86,7.11,DeSean Jackson,WR,WAS,83.2,9,4.01,9.04,233
87,8.02,Danny Woodhead,RB,LAC,86,8.1,5.01,9.05,144
88,8.02,Justin Forsett,RB,BAL,86.5,7.7,5.05,9.09,151
89,8.03,Sterling Shepard,WR,NYG,87,8.2,6.09,9.09,162
90,8.05,Isaiah Crowell,RB,CLE,88.7,7.9,6.05,10.02,115
91,8.06,Eli Manning,QB,NYG,90.3,10.2,5.07,10.03,113
92,8.06,TJ Yeldon,RB,JAX,90.4,6.5,7.02,9.07,155
93,8.07,Michael Crabtree,WR,LV,90.6,7.1,6.09,10.02,188
94,8.07,Julius Thomas,TE,JAX,91.1,11.5,7.01,12.02,73
95,8.07,Tyler Eifert,TE,CIN,91.3,13.4,6.08,12.01,56
96,8.08,Christine Michael,RB,SEA,91.6,6.5,7.02,9.1,123
97,8.1,Denver Defense,DEF,DEN,94.2,8.2,6.09,10.02,97
98,8.11,Philip Rivers,QB,LAC,95.4,8.4,7.01,10.07,130
99,9.02,DeVante Parker,WR,MIA,97.8,8.1,7.02,10.05,100
100,9.02,Devin Funchess,WR,CAR,98.4,9.4,6.02,10.07,129
101,9.03,Jay Ajayi,RB,MIA,99.3,8.8,6.1,10.1,75
102,9.04,Charles Sims,RB,TB,99.8,6.3,7.11,10.07,109
103,9.05,Stefon Diggs,WR,MIN,100.5,13.1,4.09,10.11,63
104,9.05,Derek Carr,QB,LV,101.4,9.1,7.01,10.12,108
105,9.06,Kevin White,WR,CHI,101.9,8.2,7.02,10.1,129
106,9.07,Antonio Gates,TE,LAC,102.5,14.3,6.08,12.05,99
107,9.08,Arizona Defense,DEF,ARI,103.5,6.2,7.03,10.06,86
108,9.08,Alfred Morris,RB,DAL,103.8,8.1,6.12,10.11,76
109,9.1,Seattle Defense,DEF,SEA,105.5,8.2,7.09,10.12,100
110,9.11,Tevin Coleman,RB,ATL,106.6,8.6,8.01,11.09,95
111,9.11,Travis Benjamin,WR,LAC,107.4,9.6,6.01,11.09,114
112,9.12,Tyrod Taylor,QB,BUF,107.7,9.7,6.09,11.12,150
113,10.02,Kirk Cousins,QB,WAS,110.4,9.8,7.07,11.1,133
114,10.03,Willie Snead,WR,NO,110.8,8.5,7.08,11.1,115
115,10.03,Bilal Powell,RB,NYJ,111.4,9,8.02,12.02,108
116,10.05,Zach Ertz,TE,PHI,112.8,15.9,6.08,13.05,140
117,10.05,Spencer Ware,RB,KC,113.2,13.4,6.07,13.12,204
118,10.06,Corey Coleman,WR,CLE,113.8,10.8,7.03,12.01,80
119,10.06,Carolina Defense,DEF,CAR,113.9,5.4,9.01,11.06,51
120,10.06,James White,RB,NE,114.3,8.7,8.08,12.02,72
121,10.09,Torrey Smith,WR,SF,117,10.7,8.02,12.03,82
122,10.09,Jameis Winston,QB,TB,117.1,10.1,7.1,12.01,135
123,10.1,Tavon Austin,WR,LAR,118.4,9.5,8.03,12.03,97
124,10.11,DeAndre Washington,RB,LV,118.7,10.4,8.01,12.1,120
125,10.11,Markus Wheaton,WR,PIT,118.8,12.1,7.09,12.05,73
126,11.01,Houston Defense,DEF,HOU,120.9,6.4,10.02,12.05,54
127,11.01,Kamar Aiken,WR,BAL,120.9,11.6,7.08,12.06,80
128,11.03,Michael Thomas,WR,NO,123.5,10.9,8.05,12.08,71
129,11.04,Matthew Stafford,QB,DET,123.6,8,9.03,12.06,138
130,11.04,Jimmy Graham,TE,SEA,124,17.6,6.02,15.03,171
131,11.04,Kansas City Defense,DEF,KC,124.4,9.5,9.05,12.11,50
132,11.05,Vincent Jackson,WR,TB,124.7,13,4.12,12.11,99
133,11.07,Devontae Booker,RB,DEN,127.4,12.3,9.04,14.1,96
134,11.08,Martellus Bennett,TE,NE,127.8,14.9,7.01,14.1,214
135,11.09,Andy Dalton,QB,CIN,128.8,13.2,6.05,13.06,89
136,11.09,Tajae Sharpe,WR,TEN,129,8.8,8.1,12.1,102
137,11.09,Mohamed Sanu,WR,ATL,129.5,12,9.04,13.02,53
138,11.1,Marcus Mariota,QB,TEN,130,11.5,7.04,13.01,78
139,12.01,Steve Smith,WR,BAL,132.6,11.2,10.05,15.01,55
140,12.01,New England Defense,DEF,NE,132.7,11,9.07,14.02,52
141,12.04,Dion Lewis,RB,NE,136.3,14.2,9.04,15.04,60
142,12.04,Will Fuller,WR,HOU,136.5,11.5,8.09,13.09,61
143,12.05,Darren Sproles,RB,PHI,136.5,14.3,9.07,15.04,73
144,12.06,Dwayne Allen,TE,IND,137.6,17.7,8.03,15.08,188
145,12.06,Dak Prescott,QB,DAL,137.7,14.6,8.1,15.01,55
146,12.06,Stephen Gostkowski,PK,NE,137.9,16.1,6.11,14.02,236
147,12.09,Jared Cook,TE,GB,141.4,19.3,7.07,15.09,188
148,12.1,Chris Hogan,WR,NE,142.5,12.2,9.06,14.11,56
149,13.02,Chris Johnson,RB,ARI,146,16,7.11,15.03,101
150,13.03,Jerick McKinnon,RB,MIN,146.7,15.2,10.01,15.07,130
151,13.06,Theo Riddick,RB,DET,149.7,12.9,10.11,15.08,77
152,13.06,Cincinnati Defense,DEF,CIN,150.1,13.4,11.05,15.12,78
153,13.06,Ryan Tannehill,QB,MIA,150.2,12.2,10.05,15.12,54
154,13.07,Terrance West,RB,BAL,151.1,17.6,10.08,15.12,61
155,13.08,Steven Hauschka,PK,SEA,152.1,7.7,10.08,14.04,75
156,13.09,James Starks,RB,GB,152.6,16.9,8.01,15.11,97
157,13.1,Ryan Fitzpatrick,QB,NYJ,153.5,15.9,7.01,15.11,66
158,13.1,Rishard Matthews,WR,TEN,153.9,13.7,10.04,15.12,62
159,13.1,Mike Wallace,WR,BAL,154.5,14.5,9.09,15.1,70
160,13.11,NY Jets Defense,DEF,NYJ,154.8,13.8,10.07,15.12,66
161,13.11,Robert Griffin III,QB,CLE,155.5,13.7,10.12,15.12,62
162,13.12,Tyler Boyd,WR,CIN,155.6,20.2,9.03,15.12,70
163,13.12,Jason Witten,TE,DAL,155.6,21.9,6.01,15.12,56
164,14.01,Zach Miller,TE,CHI,157.5,15.7,10.02,15.12,54
165,14.02,Justin Tucker,PK,BAL,157.9,7.8,11.12,15.06,50
166,14.03,Minnesota Defense,DEF,MIN,158.5,15.3,10.04,15.12,128
167,14.05,Oakland Defense,DEF,LV,161.4,10.5,11.06,15.12,79
168,14.11,Chandler Catanzaro,PK,ARI,166.6,7.5,13.1,15.12,50
