#,Pick,Name,Pos,Team,Overall,Std. Dev,High,Low,Times Drafted
35,3.11,Santonio Holmes,WR,PIT,35.4,5.6,2.08,5.02,549
36,3.12,Brandon Marshall,WR,DEN,35.5,7.6,2.01,6.05,1340
37,4.01,Anquan Boldin,WR,ARI,36.7,5,2.12,5.04,379
38,4.03,Laurence Maroney,RB,NE,39.4,7.4,2.07,6.01,392
39,4.04,Carson Palmer,QB,CIN,39.5,8.4,2.11,5.1,226
40,4.04,Willie Parker,RB,PIT,40,6.8,2.06,5.09,530
41,4.06,Roy Williams,WR,DAL,41.8,5.7,2.12,5.09,521
42,4.07,Calvin Johnson,WR,DET,42.6,7.4,2.01,6.02,1000
43,4.07,Michael Turner,RB,ATL,43.1,7.2,2.07,6.04,746
44,4.08,Jason Witten,TE,DAL,44.1,5.7,3.02,5.08,373
45,4.09,Darren McFadden,RB,LV,44.6,7.8,2.1,6.04,646
46,4.09,Marvin Harrison,WR,IND,45.5,5.6,3.01,5.11,357
47,4.1,Ben Roethlisberger,QB,PIT,46.2,9.3,2.11,6.12,334
48,4.12,Earnest Graham,RB,TB,48.5,8.3,2.1,6.11,778
49,5.02,Greg Jennings,WR,GB,49.6,6.7,3.04,6.11,480
50,5.02,Todd Heap,TE,BAL,50.3,40,1.02,11.04,161
51,5.03,Antonio Gates,TE,LAC,51.1,6.2,2.09,6.06,405
52,5.03,Derek Anderson,QB,CLE,51.3,11.8,1.11,7.12,223
53,5.05,Kellen Winslow,TE,CLE,53.2,5.3,3.11,6.11,427
54,5.08,Jerricho Cotchery,WR,NYJ,56,8.1,3.04,7.12,1291
55,5.08,Jonathan Stewart,RB,CAR,56.1,7.6,3.03,7.06,420
56,5.09,Dwayne Bowe,WR,KC,57.1,7.8,2.02,7.04,332
57,5.1,Edgerrin James,RB,ARI,57.7,8.5,3.06,7.1,440
58,5.11,Selvin Young,RB,DEN,58.6,7.9,2.12,7.06,616
59,5.12,Donovan McNabb,QB,PHI,59.9,22.8,1.03,9.1,744
60,5.12,Hines Ward,WR,PIT,60.5,7.5,4.03,7.09,259
61,6.01,Dallas Clark,TE,IND,61.2,6.2,4.06,7.05,338
62,6.02,Chris Chambers,WR,LAC,62,7.6,3.1,8.06,324
63,6.02,Tony Gonzalez,TE,KC,62.1,8.1,1.09,7.08,163
64,6.04,Lee Evans,WR,None,64,7.8,4.05,7.12,342
65,6.04,Laveranues Coles,WR,NYJ,64.2,7.7,4.09,7.09,426
66,6.05,Roddy White,WR,ATL,65.3,7.8,4.08,8.01,390
67,6.07,LenDale White,RB,TEN,66.9,8.9,2.03,8.07,394
68,6.08,Kevin Smith,RB,DET,67.7,9,3.12,8.11,698
69,6.1,Matt Forte,RB,CHI,69.9,8.6,4.12,8.11,585
70,6.12,Julius Jones,RB,SEA,72.4,10.5,3.05,8.12,226
71,6.12,Matt Hasselbeck,QB,SEA,72.4,12.9,3.02,9.06,211
72,7.01,Donald Driver,WR,GB,72.8,8,4.02,9.05,439
73,7.01,Chris Cooley,TE,WAS,73.1,8.9,2.05,8.12,413
74,7.02,Jeremy Shockey,TE,NO,74.1,9.2,3.05,9.1,559
75,7.02,Anthony Gonzalez,WR,IND,74.2,9.6,3.01,9.1,235
76,7.04,Santana Moss,WR,WAS,75.5,9.2,3.02,10.04,305
77,7.06,Joey Galloway,WR,TB,78.4,8.7,5.07,9.07,214
78,7.07,Fred Taylor,RB,JAX,79.2,10.2,4.06,9.04,299
79,7.08,Brett Favre,QB,NYJ,80.1,14.1,1.01,10.03,411
80,7.1,DeAngelo Williams,RB,CAR,81.7,12.8,4.03,10.06,686
81,7.11,Rashard Mendenhall,RB,PIT,82.9,10.5,3.02,9.08,273
82,7.12,Ricky Williams,RB,MIA,84.4,12.8,4.1,11.08,1104
83,8.01,David Garrard,QB,JAX,84.6,21.3,1.12,10.11,376
84,8.01,Jay Cutler,QB,DEN,85.1,12.7,4.09,10.08,755
85,8.01,Chester Taylor,RB,MIN,85.2,10.5,4.11,9.08,192
86,8.03,Nate Burleson,WR,SEA,86.6,12.1,2.07,11.04,860
87,8.04,Vince Young,QB,TEN,87.6,62.4,1.02,15.03,218
88,8.04,Chris Johnson,RB,TEN,88.5,11.4,4.12,10.1,674
89,8.05,Bernard Berrian,WR,MIN,88.7,10.5,6.02,10.08,362
90,8.05,Deuce McAllister,RB,NO,89,10.2,5.03,10.06,83
91,8.05,JaMarcus Russell,QB,LV,89.3,73.2,1.03,15.12,94
92,8.06,LA Chargers Defense,DEF,LAC,90.2,12.8,1.06,10.03,267
93,8.06,Patrick Crayton,WR,DAL,90.4,12.1,4.11,11.02,632
94,8.08,Marc Bulger,QB,LAR,91.6,11.5,5.1,10.07,143
95,8.08,Minnesota Defense,DEF,MIN,91.7,11.1,1.1,10.04,466
96,8.09,Vernon Davis,TE,SF,92.9,15.6,5.01,12.12,161
97,8.09,Felix Jones,RB,DAL,93.2,11.9,3.12,10.08,168
98,8.09,Justin Fargas,RB,LV,93.3,11.9,3.1,11.05,137
99,8.12,Donte Stallworth,WR,CLE,96.1,11.9,5.01,11.02,239
100,9.01,Eli Manning,QB,NYG,97.4,14.7,4.09,11.06,313
101,9.02,Chicago Defense,DEF,CHI,97.8,17.5,1.11,10.12,146
102,9.06,Vincent Jackson,WR,LAC,102.3,12.2,5.1,11.1,391
103,9.07,New England Defense,DEF,NE,102.7,13.8,1.05,11.03,149
104,9.09,D.J. Hackett,WR,CAR,105.2,10.7,7.03,11.06,117
105,9.1,Derrick Mason,WR,BAL,105.9,12.6,6.05,12.01,353
106,9.1,Jake Delhomme,QB,CAR,106,12.3,6.03,12.03,356
107,9.11,Ahman Green,RB,HOU,106.9,13.2,6.12,13.01,95
108,9.12,Heath Miller,TE,PIT,108.2,20.8,5.03,14.03,332
109,10.01,Chris Perry,RB,CIN,109.3,23.6,5.02,15.12,1323
110,10.01,Kenny Watson,RB,CIN,109.3,17.8,3.12,13.05,238
111,10.02,Matt Schaub,QB,HOU,109.9,11.3,5.05,12.03,426
112,10.02,Javon Walker,WR,LV,109.9,13.3,6.07,12.06,223
113,10.02,Jerry Porter,WR,JAX,110.2,11.4,7.05,12.03,145
114,10.02,Ray Rice,RB,BAL,110.4,14.8,6.1,13.07,664
115,10.04,NY Giants Defense,DEF,NYG,111.7,23.9,1.12,12.05,93
116,10.05,Dallas Defense,DEF,DAL,112.7,13.3,1.1,12.06,453
117,10.06,Bryant Johnson,WR,SF,113.7,12.1,7.09,12.04,159
118,10.06,Ahmad Bradshaw,RB,NYG,113.9,13.5,8.02,12.11,94
119,10.07,Philip Rivers,QB,LAC,115,13.9,5.02,12.04,253
120,10.11,Reggie Brown,WR,PHI,119.1,15.2,7.01,13.04,273
121,11.01,Deion Branch,WR,SEA,121.4,11.2,8.03,12.11,92
122,11.02,Benjamin Watson,TE,NE,121.6,21.2,5.05,15.08,186
123,11.02,Jerious Norwood,RB,ATL,121.6,14.2,7.09,13.1,135
124,11.02,Reggie Williams,WR,JAX,121.7,13.8,8.01,13.05,185
125,11.02,Aaron Rodgers,QB,GB,122.4,10.4,8.01,13.06,311
126,11.02,Pittsburgh Defense,DEF,PIT,122.4,12.7,4.03,15.06,210
127,11.03,Robert Meachem,WR,NO,122.5,14.8,7.07,13.1,388
128,11.04,Ted Ginn Jr,WR,MIA,124.2,18.1,5.12,14.09,740
129,11.05,Green Bay Defense,DEF,GB,125,15.5,1.09,14.02,130
130,11.05,Adam Vinatieri,PK,IND,125.3,18.3,2.11,14.03,187
131,11.05,Sidney Rice,WR,MIN,125.3,13.4,7.04,13.1,195
132,11.07,Jason Campbell,QB,WAS,127.1,37.7,2.02,15.05,171
133,11.07,Jon Kitna,QB,DET,127.4,14.3,4.11,14.01,353
134,11.09,Kurt Warner,QB,ARI,129.3,20.8,6.06,15.12,866
135,11.1,Isaac Bruce,WR,SF,130.4,13.9,7.07,14.01,167
136,11.1,Tony Scheffler,TE,DEN,130.5,22.3,7.01,15.08,385
137,11.12,Devin Hester,WR,CHI,132.4,16.3,7.01,15.05,287
138,12.01,Bobby Engram,WR,SEA,133.1,15.9,8.03,14.04,106
139,12.02,Jacksonville Defense,DEF,JAX,134.2,12.1,9.04,14.1,223
140,12.02,Ladell Betts,RB,WAS,134.3,15.2,7.12,14.1,117
141,12.03,Owen Daniels,TE,HOU,135,22,6.12,15.12,649
142,12.03,Nick Folk,PK,DAL,135.1,14.6,6.02,14.11,323
143,12.06,Alge Crumpler,TE,TEN,137.7,21.2,8.02,15.07,318
144,12.06,Pierre Thomas,RB,NO,138,16,7.02,15.07,121
145,12.07,Steve Slaton,RB,HOU,139.1,19.7,5.07,15.12,595
146,12.08,Stephen Gostkowski,PK,NE,140.5,14.2,7.08,14.07,152
147,12.09,James Hardy,WR,None,141.3,15.2,8.04,14.11,182
148,12.1,DeSean Jackson,WR,PHI,142,20.9,7.03,15.12,912
149,12.11,Maurice Morris,RB,SEA,142.8,19.6,3.1,15.11,441
150,12.12,Carnell Williams,RB,TB,143.5,18.4,8.03,15.1,81
151,12.12,Muhsin Muhammad,WR,CAR,143.6,16.4,8.04,15.06,163
152,13.03,LaMont Jordan,RB,NE,147.4,16.2,9.04,15.07,118
153,13.05,Seattle Defense,DEF,SEA,148.8,14.2,9.07,15.12,547
154,13.05,Mason Crosby,PK,GB,149,18.6,2.06,15.03,109
155,13.05,Josh Brown,PK,LAR,149.3,10.9,9.06,14.12,79
156,13.06,Kevin Walter,WR,HOU,149.8,21.8,8.1,15.12,77
157,13.06,Limas Sweed,WR,PIT,149.8,15.7,8.12,15.03,71
158,13.06,Leon Washington,RB,NYJ,150,14.2,9.04,15.12,148
159,13.07,Chris Henry,WR,CIN,150.7,16.4,9.01,15.11,197
160,13.07,L.J. Smith,TE,PHI,151,23.2,6.03,15.12,185
161,13.07,T.J. Duckett,RB,SEA,151,23.8,7.06,15.12,65
162,13.09,Darrell Jackson,WR,DEN,153,13.5,10.01,15.12,69
163,13.1,Brandon Jackson,RB,GB,153.9,20.7,8.07,15.12,70
164,13.1,Baltimore Defense,DEF,BAL,153.9,12.5,11.03,15.12,95
165,13.11,Dustin Keller,TE,NYJ,155.1,21,6.01,15.12,103
166,13.12,Ronald Curry,WR,LV,156,18,8.11,15.12,157
167,13.12,Eddie Royal,WR,DEN,156.1,17.2,3.05,15.12,150
168,13.12,Matt Ryan,QB,ATL,156.4,15.4,8.07,15.1,64
169,14.01,Jeff Garcia,QB,TB,157.3,18.6,8.02,15.12,80
170,14.02,Rob Bironas,PK,TEN,157.7,19.5,1.12,15.12,187
171,14.03,Philadelphia Defense,DEF,PHI,158.7,14.9,9.11,15.12,348
172,14.03,Nate Kaeding,PK,LAC,158.8,12.6,3.12,15.12,326
173,14.03,Greg Olsen,TE,CHI,159.4,17.1,8.03,15.12,101
174,14.05,Indianapolis Defense,DEF,IND,161.4,14.3,3.08,15.12,226
175,14.08,Tampa Bay Defense,DEF,TB,164,11,9.11,15.12,147
176,15.01,Jason Elam,PK,ATL,168.8,10.8,11.09,15.12,62
177,15.01,Shayne Graham,PK,CIN,169,9.1,8.08,15.12,315
178,15.03,Robbie Gould,PK,CHI,170.6,11.4,8.04,15.12,88
179,15.03,Jason Hanson,PK,DET,170.7,23.1,2.01,15.12,102
180,15.03,Neil Rackers,PK,ARI,170.9,6.9,13.01,15.12,227
14.02,158,Larry Fitzgerald,WR,ARI,169,17.9,111,180,8
14.03,158.6,Justin Jackson,RB,LAC,104,18.7,110,180,10
14.04,159.7,Wil Lutz,PK,NO,139,8.2,138,180,6
14.04,159.9,Miles Boykin,WR,BAL,32,19.2,110,181,8
14.04,160,Jaylen Samuels,RB,PIT,57,17.6,114,180,8
14.04,160.2,Darwin Thompson,RB,KC,24,16.2,117,180,10
14.05,160.6,Adrian Peterson,RB,WAS,95,15.8,119,180,8
14.05,161.1,Benny Snell Jr.,RB,PIT,30,12.5,136,179,8
14.05,161.2,Hayden Hurst,TE,BAL,152,17.9,114,180,8
14.06,161.5,Randall Cobb,WR,HOU,26,18.5,113,180,8
14.06,161.7,LA Chargers Defense,DEF,LAC,107,12.5,129,182,10
14.06,161.7,Josh Reynolds,WR,LAR,18,14.4,135,180,9
14.06,161.8,Dallas Defense,DEF,DAL,58,11.8,136,179,10
14.06,162.1,Gus Edwards,RB,BAL,50,16.2,121,180,8
14.07,163.1,Breshad Perriman,WR,NYJ,40,18.6,121,192,11
14.08,163.7,Robbie Gould,PK,SF,79,9,140,180,11
14.08,163.8,Kenny Stills,WR,HOU,132,15.5,123,181,8
14.08,164.3,Ito Smith,RB,ATL,18,13.7,137,180,10
14.08,164.3,Matt Prater,PK,DET,31,10.1,138,177,5
14.1,166,Tampa Bay Defense,DEF,TB,48,11.9,134,180,13
14.1,166.5,Steven Hauschka,PK,BUF,22,7.7,146,180,11
14.11,166.8,Denver Defense,DEF,DEN,93,9.6,141,180,8
14.11,167.1,Dan Bailey,PK,MIN,42,6.1,159,180,7
14.12,167.6,Kansas City Defense,DEF,KC,68,11.7,137,180,10
15.01,169,Kaimi Fairbairn,PK,HOU,73,6.2,152,180,8
15.02,169.8,Malcolm Brown,RB,LAR,23,9,149,179,9
15.02,170,Minnesota Defense,DEF,MIN,25,10.3,148,180,7
15.04,171.5,Zane Gonzalez,PK,ARI,60,5.3,161,180,8
15.04,172.1,Younghoe Koo,PK,ATL,56,5.3,161,180,10
15.04,172.5,Mason Crosby,PK,GB,51,6.7,155,180,5
15.05,172.8,Jason Myers,PK,SEA,35,3.9,164,180,6
