"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
4.06,"darren mcfadden","RB","LV",42.4,6.2,2.06,5.11,383,20
4.09,"desean jackson","WR","PHI",45.1,6.2,3.02,6.01,345,17
4.09,"roy williams","WR","DAL",45.2,5.5,3.05,6.01,322,18
4.1,"kurt warner","QB","ARI",45.7,9.2,2.1,7.01,272,6
4.11,"anthony gonzalez","WR","IND",46.9,5.7,3.02,6.03,403,19
4.11,"antonio gates","TE","LAC",47.1,6.8,1.08,6.07,252,2
5.01,"tony romo","QB","DAL",49.4,8,2.12,6.12,350,7
5.02,"tony gonzalez","TE","ATL",49.7,6.8,2.1,6.08,218,3
5.02,"marshawn lynch","RB","None",49.9,7.8,3.05,6.08,343,21
5.02,"braylon edwards","WR","NYJ",50.2,6.3,3.09,6.1,425,20
5.04,"joseph addai","RB","IND",52,8.8,3.08,7.03,468,22
5.05,"eddie royal","WR","DEN",53,6.6,3.08,7.04,401,21
5.06,"dallas clark","TE","IND",54.1,6.4,4.01,7.01,301,4
5.06,"brandon marshall","WR","DEN",54.3,7.6,3.09,7.07,459,22
5.06,"reggie bush","RB","NO",54.4,9.9,3.05,7.12,346,23
5.07,"larry johnson","RB","CIN",55.3,9.1,3.07,7.08,376,24
5.09,"donovan mcnabb","QB","PHI",57.1,7.8,2.11,7.1,361,8
5.11,"thomas jones","RB","NYJ",58.7,10.1,2.12,7.08,407,25
5.12,"bernard berrian","WR","MIN",59.5,6.7,4.02,7.1,361,23
6.01,"santonio holmes","WR","PIT",61.1,7.5,3.11,7.1,328,24
6.01,"knowshon moreno","RB","DEN",61.4,9.1,3.06,7.11,398,26
6.03,"greg olsen","TE","CHI",62.7,7.6,3.05,8.02,198,5
6.03,"willie parker","RB","PIT",63.1,9.4,3.09,8.04,508,27
6.04,"beanie wells","RB","ARI",64.4,8.7,3.11,8.07,354,28
6.05,"matt ryan","QB","ATL",64.9,11.6,2.04,9.03,366,9
6.07,"lendale white","RB","TEN",66.6,10,1.06,8.04,260,29
6.08,"derrick ward","RB","TB",68.4,9.2,4.08,8.03,176,30
6.09,"lance moore","WR","NO",69.1,8.7,4.03,8.09,359,25
6.09,"lee evans","WR","None",69.3,7.9,5.01,8.08,314,26
6.12,"felix jones","RB","DAL",71.6,9,3.09,9.01,331,31
6.12,"cedric benson","RB","CIN",72.3,9.2,4.05,8.12,400,32
6.12,"antonio bryant","WR","TB",72.3,9.5,4.04,8.11,261,27
6.12,"matt schaub","QB","HOU",72.4,11,2.09,9.1,390,10
7.01,"chris cooley","TE","WAS",73.2,8.6,5.02,9.01,182,6
7.02,"santana moss","WR","WAS",74.1,9.3,4.12,9.04,295,28
7.04,"hines ward","WR","PIT",75.5,10.3,3.03,8.12,366,29
7.06,"donald driver","WR","GB",77.9,10.5,4.07,9.06,376,30
7.07,"jay cutler","QB","CHI",78.7,13.6,3.11,10.07,415,11
7.07,"kellen winslow","TE","TB",79,12.4,4.12,10.11,77,7
7.07,"devin hester","WR","CHI",79.4,9.8,4.11,9.1,289,31
7.09,"jonathan stewart","RB","CAR",80.5,9.7,4.01,10.05,272,33
7.1,"donald brown","RB","IND",81.8,8.8,5.07,9.09,305,34
8.02,"kevin walter","WR","HOU",85.6,10.4,4.04,10.03,301,32
8.02,"pittsburgh defense","DEF","PIT",85.6,15.5,1.01,10.04,372,1
8.02,"carson palmer","QB","CIN",85.9,14.3,4.01,10.12,398,12
8.03,"donnie avery","WR","LAR",87.2,9.9,5.01,10.07,278,33
8.04,"ahmad bradshaw","RB","NYG",87.7,9,6.01,11.03,298,35
8.04,"owen daniels","TE","HOU",87.9,13,5.12,13.1,307,8
8.04,"lesean mccoy","RB","PHI",88.1,8.9,6.02,10.08,212,36
8.05,"chris henry","WR","CIN",88.6,10.9,5.12,10.07,352,34
8.05,"percy harvin","WR","MIN",89.5,9.9,5.03,10.07,266,35
8.07,"jerricho cotchery","WR","NYJ",91.4,12.3,1.06,10.1,345,36
8.08,"julius jones","RB","SEA",92,11,2.12,11.04,268,37
8.1,"derrick mason","WR","BAL",94.3,11.6,6.02,11.04,334,37
8.11,"darren sproles","RB","LAC",95,11.6,4.11,11.05,228,38
8.11,"leon washington","RB","NYJ",95.5,12.6,4.04,11.11,391,39
8.12,"torry holt","WR","JAX",96.4,9.8,5.08,11.01,258,38
9.01,"baltimore defense","DEF","BAL",97,15,2.01,11.03,282,2
9.01,"brett favre","QB","MIN",97,30.9,1.01,11.09,202,13
9.01,"jamal lewis","RB","CLE",97.4,12.5,6.03,11.1,171,40
9.02,"john carlson","TE","SEA",98.1,18.2,6.07,14.03,161,9
9.02,"laveranues coles","WR","CIN",98.2,10.2,5.1,10.12,187,39
9.05,"tim hightower","RB","ARI",100.6,16,3.01,13.09,231,41
9.05,"ben roethlisberger","QB","PIT",100.8,16.7,1.03,11.09,312,14
9.08,"minnesota defense","DEF","MIN",103.8,26.8,1.11,14.08,290,3
9.09,"steve breaston","WR","ARI",104.5,11.5,4.1,11.09,217,40
9.09,"matt hasselbeck","QB","SEA",105.2,11.6,6.03,12.01,358,15
9.1,"ted ginn jr","WR","MIA",106.4,10.4,6.06,11.11,268,41
9.11,"rashard mendenhall","RB","PIT",106.8,12.4,6.11,12.08,212,42
9.12,"chester taylor","RB","MIN",107.9,14.1,6.01,12.11,246,43
9.12,"james davis","RB","CLE",108.1,13,6.01,13.08,327,44
10.01,"ny giants defense","DEF","NYG",108.6,14.1,2.01,12.02,258,4
10.02,"michael vick","QB","PHI",109.8,50.5,1.01,15.03,33,16
10.02,"fred jackson","RB","None",110.5,14.1,5.12,13.05,256,45
10.02,"chris chambers","WR","LAC",110.5,11.7,6.04,12.01,175,42
10.03,"domenik hixon","WR","NYG",111.2,11.3,6.1,12.04,163,43
10.05,"eli manning","QB","NYG",112.9,18,2.11,12.07,201,17
10.1,"jeremy shockey","TE","NO",117.8,25.2,4.12,15.09,299,10
10.1,"matt cassel","QB","KC",118.2,9.8,7.03,12.1,104,18
10.11,"josh morgan","WR","SF",118.7,10.9,6.02,13.02,286,44
10.12,"earl bennett","WR","CHI",119.5,12,7.12,13.05,290,45
11.01,"la chargers defense","DEF","LAC",120.9,9.3,8.01,12.12,162,5
11.01,"chicago defense","DEF","CHI",121.3,11.4,7.03,12.12,120,6
11.02,"michael crabtree","WR","SF",121.8,12.5,7.06,12.11,88,46
11.02,"earnest graham","RB","TB",122.3,14.4,7.01,15.05,107,46
11.03,"glen coffee","RB","SF",122.9,13.6,7.08,13.12,215,47
11.04,"stephen gostkowski","PK","NE",124.1,23.9,1.01,14.01,255,1
11.05,"nate washington","WR","TEN",125,13.4,4.12,13.11,124,47
11.05,"philadelphia defense","DEF","PHI",125.3,13.5,5.01,14.12,123,7
11.06,"kyle orton","QB","DEN",125.6,8.9,9.08,13.01,64,19
11.06,"hakeem nicks","WR","NYG",126.1,13.9,5.07,13.08,231,48
11.07,"visanthe shiancoe","TE","MIN",127,23.9,5.07,15.11,494,11
11.09,"trent edwards","QB","None",128.6,11,8.01,13.11,124,20
11.1,"dustin keller","TE","NYJ",129.6,22.9,6.05,15.08,383,12
11.1,"jeremy maclin","WR","PHI",129.8,13.9,8.07,14.03,136,49
11.1,"ny jets defense","DEF","NYJ",129.9,11.6,6.01,13.07,108,8
11.11,"willis mcgahee","RB","BAL",131.4,15.3,8.01,14.07,222,48
11.12,"justin gage","WR","TEN",132,13,8.04,14.02,181,50
12.01,"tennessee defense","DEF","TEN",133.4,11.9,7.09,15.02,147,9
12.03,"jake delhomme","QB","CAR",134.8,12,9.09,14.07,100,21
12.04,"david garrard","QB","JAX",136.3,12.4,8.04,14.09,304,22
12.05,"miles austin","WR","DAL",136.7,11.7,9.12,14.06,80,51
12.05,"laurence maroney","RB","NE",137.3,17.5,6.11,15.03,216,49
12.06,"leron mcclain","RB","BAL",138.3,18.3,6.1,15.06,133,50
12.07,"patrick crayton","WR","DAL",139.2,14.9,6.12,15.02,185,52
12.07,"carnell williams","RB","TB",139.3,27.8,2.03,15.12,146,51
12.08,"nate burleson","WR","SEA",139.9,14.2,9.01,15.01,208,53
12.08,"kevin curtis","WR","PHI",140.2,11.3,10.06,15.11,102,54
12.08,"shonn greene","RB","NYJ",140.3,14.2,9.07,15.05,182,52
12.09,"rob bironas","PK","TEN",140.8,16.5,2.12,15.01,142,2
12.09,"joe flacco","QB","BAL",141.4,15.7,7.12,15.06,249,23
12.11,"heath miller","TE","PIT",143,28.5,4.1,15.12,153,13
12.11,"steve smith","WR","NYG",143.2,15.5,7.03,15.1,215,55
12.11,"jerious norwood","RB","ATL",143.2,17.7,8.06,15.08,187,53
12.12,"adam vinatieri","PK","IND",143.6,17.6,3.01,15.05,109,3
12.12,"fred taylor","RB","NE",144,17.7,5.08,15.09,246,54
13.01,"zach miller","TE","LV",145.1,21.7,7.03,15.12,247,14
13.02,"kevin boss","TE","NYG",145.6,22.9,7.02,15.12,208,15
13.03,"darrius heyward-bey","WR","LV",147.1,21,2.01,15.11,90,56
13.04,"new england defense","DEF","NE",148.2,12.3,9.01,15.12,158,10
13.04,"green bay defense","DEF","GB",148.2,14.4,6.07,15.11,267,11
13.05,"edgerrin james","RB","SEA",148.8,19.2,7.11,15.08,131,55
13.07,"chad pennington","QB","MIA",150.6,14.8,7.05,15.12,74,24
13.07,"mark sanchez","QB","NYJ",150.8,16.2,8.05,15.11,100,25
13.07,"brent celek","TE","PHI",151.3,19.6,8.11,15.12,125,16
13.08,"robert meachem","WR","NO",151.6,14.2,10.01,15.08,102,57
13.08,"joey galloway","WR","NE",152.1,16.8,9.03,15.09,118,58
13.08,"jamaal charles","RB","KC",152.3,14,9.12,15.12,188,56
13.09,"nate kaeding","PK","LAC",153,15,4.12,15.05,118,4
13.1,"correll buckhalter","RB","DEN",154.3,20.5,6.01,15.12,82,57
13.11,"jermichael finley","TE","GB",155,25.6,6.09,15.11,30,17
13.11,"ricky williams","RB","MIA",155,16.1,8.11,15.12,159,58
14.01,"peyton hillis","RB","DEN",156.8,15.9,10.09,15.12,123,59
14.01,"deion branch","WR","SEA",157.2,18.4,9.03,15.12,51,59
14.01,"troy williamson","WR","JAX",157.3,13.2,10.1,15.12,78,60
14.02,"davone bess","WR","MIA",157.9,14.2,9.02,15.12,64,61
14.03,"muhsin muhammad","WR","CAR",158.6,16,4.11,15.12,119,62
14.03,"matthew stafford","QB","DET",158.7,20.1,4.06,15.12,63,26
14.03,"ladell betts","RB","WAS",159.1,18.7,9.06,15.12,32,60
14.03,"washington defense","DEF","WAS",159.2,15,10.01,15.12,100,12
14.03,"nick folk","PK","DAL",159.4,14.2,7.01,15.11,85,5
14.04,"dallas defense","DEF","DAL",160.4,14,6.12,15.12,290,13
14.05,"jason campbell","QB","WAS",160.5,16.1,10.06,15.12,50,27
14.05,"kenny britt","WR","TEN",160.6,18.9,9.01,15.12,37,63
14.05,"greg camarillo","WR","MIA",160.7,12,11.06,15.12,42,64
14.05,"chaz schilens","WR","LV",160.8,13.3,12.02,15.12,26,65
14.05,"brady quinn","QB","CLE",160.9,13.3,11.11,15.12,49,28
14.05,"vernon davis","TE","SF",161,14.3,10.1,15.12,53,18
14.05,"michael bush","RB","LV",161.2,13.8,11.02,15.12,83,61
14.05,"jacksonville defense","DEF","JAX",161.4,21.3,6.05,15.12,31,14
14.06,"mason crosby","PK","GB",161.7,13.7,5.01,15.12,189,6
14.09,"isaac bruce","WR","SF",164.9,16.3,11.01,15.12,45,66
14.09,"devery henderson","WR","NO",165.3,14.9,10.09,15.12,48,67
14.1,"marc bulger","QB","LAR",165.5,15.5,10.12,15.12,35,29
14.1,"sidney rice","WR","MIN",165.6,11.3,12.01,15.12,30,68
14.11,"ryan longwell","PK","MIN",166.9,9.6,10.12,15.12,285,7
15.02,"robbie gould","PK","CHI",169.9,12.6,9.05,15.12,61,8
15.02,"david akers","PK","PHI",170,11,8.07,15.12,149,9
15.03,"jason elam","PK","ATL",170.7,8.2,10.05,15.12,236,10
15.04,"neil rackers","PK","ARI",171.6,11.5,6.12,15.12,119,11
15.04,"kris brown","PK","HOU",171.7,15.9,6.02,15.12,57,12
166.8,"denver defense","DEF","DEN",93,9.6,141,180,8,15
167.1,"dan bailey","PK","MIN",42,6.1,159,180,7,13
167.6,"kansas city defense","DEF","KC",68,11.7,137,180,10,16
169,"kaimi fairbairn","PK","HOU",73,6.2,152,180,8,14
169.8,"malcolm brown","RB","LAR",23,9,149,179,9,62
170,"minnesota defense","DEF","MIN",25,10.3,148,180,7,17
171.5,"zane gonzalez","PK","ARI",60,5.3,161,180,8,15
172.1,"younghoe koo","PK","ATL",56,5.3,161,180,10,16
172.5,"mason crosby","PK","GB",51,6.7,155,180,5,17
172.8,"jason myers","PK","SEA",35,3.9,164,180,6,18
