"Pick","Name","Pos","Team","Overall","Std..Dev","High","Low","Times.Drafted","Pos_ADP"
8.08,"christine michael","RB","SEA",91.6,6.5,7.02,9.1,123,39
8.1,"denver defense","DEF","DEN",94.2,8.2,6.09,10.02,97,1
8.11,"philip rivers","QB","LAC",95.4,8.4,7.01,10.07,130,11
9.02,"devante parker","WR","MIA",97.8,8.1,7.02,10.05,100,39
9.02,"devin funchess","WR","CAR",98.4,9.4,6.02,10.07,129,40
9.03,"jay ajayi","RB","MIA",99.3,8.8,6.1,10.1,75,40
9.04,"charles sims","RB","TB",99.8,6.3,7.11,10.07,109,41
9.05,"stefon diggs","WR","MIN",100.5,13.1,4.09,10.11,63,41
9.05,"derek carr","QB","LV",101.4,9.1,7.01,10.12,108,12
9.06,"kevin white","WR","CHI",101.9,8.2,7.02,10.1,129,42
9.07,"antonio gates","TE","LAC",102.5,14.3,6.08,12.05,99,10
9.08,"arizona defense","DEF","ARI",103.5,6.2,7.03,10.06,86,2
9.08,"alfred morris","RB","DAL",103.8,8.1,6.12,10.11,76,42
9.1,"seattle defense","DEF","SEA",105.5,8.2,7.09,10.12,100,3
9.11,"tevin coleman","RB","ATL",106.6,8.6,8.01,11.09,95,43
9.11,"travis benjamin","WR","LAC",107.4,9.6,6.01,11.09,114,43
9.12,"tyrod taylor","QB","BUF",107.7,9.7,6.09,11.12,150,13
10.02,"kirk cousins","QB","WAS",110.4,9.8,7.07,11.1,133,14
10.03,"willie snead","WR","NO",110.8,8.5,7.08,11.1,115,44
10.03,"bilal powell","RB","NYJ",111.4,9,8.02,12.02,108,44
10.05,"zach ertz","TE","PHI",112.8,15.9,6.08,13.05,140,11
10.05,"spencer ware","RB","KC",113.2,13.4,6.07,13.12,204,45
10.06,"corey coleman","WR","CLE",113.8,10.8,7.03,12.01,80,45
10.06,"carolina defense","DEF","CAR",113.9,5.4,9.01,11.06,51,4
10.06,"james white","RB","NE",114.3,8.7,8.08,12.02,72,46
10.09,"torrey smith","WR","SF",117,10.7,8.02,12.03,82,46
10.09,"jameis winston","QB","TB",117.1,10.1,7.1,12.01,135,15
10.1,"tavon austin","WR","LAR",118.4,9.5,8.03,12.03,97,47
10.11,"deandre washington","RB","LV",118.7,10.4,8.01,12.1,120,47
10.11,"markus wheaton","WR","PIT",118.8,12.1,7.09,12.05,73,48
11.01,"houston defense","DEF","HOU",120.9,6.4,10.02,12.05,54,5
11.01,"kamar aiken","WR","BAL",120.9,11.6,7.08,12.06,80,49
11.03,"michael thomas","WR","NO",123.5,10.9,8.05,12.08,71,50
11.04,"matthew stafford","QB","DET",123.6,8,9.03,12.06,138,16
11.04,"jimmy graham","TE","SEA",124,17.6,6.02,15.03,171,12
11.04,"kansas city defense","DEF","KC",124.4,9.5,9.05,12.11,50,6
11.05,"vincent jackson","WR","TB",124.7,13,4.12,12.11,99,51
11.07,"devontae booker","RB","DEN",127.4,12.3,9.04,14.1,96,48
11.08,"martellus bennett","TE","NE",127.8,14.9,7.01,14.1,214,13
11.09,"andy dalton","QB","CIN",128.8,13.2,6.05,13.06,89,17
11.09,"tajae sharpe","WR","TEN",129,8.8,8.1,12.1,102,52
11.09,"mohamed sanu","WR","ATL",129.5,12,9.04,13.02,53,53
11.1,"marcus mariota","QB","TEN",130,11.5,7.04,13.01,78,18
12.01,"steve smith","WR","BAL",132.6,11.2,10.05,15.01,55,54
12.01,"new england defense","DEF","NE",132.7,11,9.07,14.02,52,7
12.04,"dion lewis","RB","NE",136.3,14.2,9.04,15.04,60,49
12.04,"will fuller","WR","HOU",136.5,11.5,8.09,13.09,61,55
12.05,"darren sproles","RB","PHI",136.5,14.3,9.07,15.04,73,50
12.06,"dwayne allen","TE","IND",137.6,17.7,8.03,15.08,188,14
12.06,"dak prescott","QB","DAL",137.7,14.6,8.1,15.01,55,19
12.06,"stephen gostkowski","PK","NE",137.9,16.1,6.11,14.02,236,1
12.09,"jared cook","TE","GB",141.4,19.3,7.07,15.09,188,15
12.1,"chris hogan","WR","NE",142.5,12.2,9.06,14.11,56,56
13.02,"chris johnson","RB","ARI",146,16,7.11,15.03,101,51
13.03,"jerick mckinnon","RB","MIN",146.7,15.2,10.01,15.07,130,52
13.06,"theo riddick","RB","DET",149.7,12.9,10.11,15.08,77,53
13.06,"cincinnati defense","DEF","CIN",150.1,13.4,11.05,15.12,78,8
13.06,"ryan tannehill","QB","MIA",150.2,12.2,10.05,15.12,54,20
13.07,"terrance west","RB","BAL",151.1,17.6,10.08,15.12,61,54
13.08,"steven hauschka","PK","SEA",152.1,7.7,10.08,14.04,75,2
13.09,"james starks","RB","GB",152.6,16.9,8.01,15.11,97,55
13.1,"ryan fitzpatrick","QB","NYJ",153.5,15.9,7.01,15.11,66,21
13.1,"rishard matthews","WR","TEN",153.9,13.7,10.04,15.12,62,57
13.1,"mike wallace","WR","BAL",154.5,14.5,9.09,15.1,70,58
13.11,"ny jets defense","DEF","NYJ",154.8,13.8,10.07,15.12,66,9
13.11,"robert griffin iii","QB","CLE",155.5,13.7,10.12,15.12,62,22
13.12,"tyler boyd","WR","CIN",155.6,20.2,9.03,15.12,70,59
13.12,"jason witten","TE","DAL",155.6,21.9,6.01,15.12,56,16
14.01,"zach miller","TE","CHI",157.5,15.7,10.02,15.12,54,17
14.02,"justin tucker","PK","BAL",157.9,7.8,11.12,15.06,50,3
14.03,"minnesota defense","DEF","MIN",158.5,15.3,10.04,15.12,128,10
14.05,"oakland defense","DEF","LV",161.4,10.5,11.06,15.12,79,11
14.11,"chandler catanzaro","PK","ARI",166.6,7.5,13.1,15.12,50,4
